Date,Close,High,Low,Open,Volume,RSI_14,MACD,MACD_Signal,MACD_Diff,BB_High,BB_Mid,BB_Low,SMA_20,SMA_50,EMA_20,EMA_50,EMA_12,EMA_26,VWAP,Returns,Volatility,Price_Range,Return_1D,Return_3D,Return_5D,Return_10D,Volume_MA20,Volume_Ratio,Volume_Spike,EMA20_Slope,EMA50_Slope,ATR_14,ATR_Percent,Distance_EMA20,Distance_EMA50,Distance_BB_High,Distance_BB_Low,Signal
2021-08-12,680.3231201171875,681.8751867661595,672.5144753565708,672.7084910883534,8840339,64.58061631586187,13.223301171473167,12.630000606915214,0.5933005645579534,699.6999165860844,661.3152313232422,622.9305460603999,661.3152313232422,636.8952490234375,663.6308308036439,646.5993840089438,671.8193271223587,658.5960259508855,661.6811689275385,0.011246317969903608,0.012881694526945816,0.013759214015799279,0.011246317969903608,-0.002134239740654076,-0.0015661196474564543,0.020145337396922924,13926160.7,0.6348008751615225,0,9.500182550105478,7.0154596899994885,14.02677962589327,0.020617819990414437,0.025152974423038127,0.05215553392450678,-0.027693009545347008,0.09213318309682429,0
2021-08-13,683.669677734375,688.6168123166203,679.9836157667113,685.8522214369073,12787590,65.83200899774062,13.18912449534264,12.7418253846007,0.4472991107419393,702.0923574047265,663.2212463378906,624.3501352710548,663.2212463378906,637.9903674316406,665.5392924160944,648.0531210177843,673.6424579857459,660.4533334904032,663.2027783830687,0.004919070833005135,0.01286781650659002,0.012627730658640196,0.004919070833005135,0.005564101901166962,0.010248554873673488,0.03267385991638494,14153318.75,0.9035046992070322,0,9.255931533428793,7.012325854117194,12.97503611813821,0.01897851629333103,0.0272416452715544,0.05495931670023281,-0.02623968125568358,0.09501005783808675,0
2021-08-16,681.584228515625,686.1918211619769,677.7041504976445,681.3417236395012,7920846,64.1142993826636,12.845683862743385,12.762597080229238,0.08308678251414747,703.2536385061513,665.3687591552734,627.4838798043955,665.3687591552734,639.1898229980469,667.0673815684306,649.3680664098565,674.8642688364964,662.018584973753,664.4784845677635,-0.0030503754761525004,0.012966399886202858,0.012452856608517976,-0.0030503754761525004,0.013120855504746176,-0.0002845056164345605,0.031185793723245148,14088717.3,0.5622120049211293,0,8.355940937239097,6.729726027423794,12.731555838178735,0.018679358038999682,0.02176218977018768,0.04961155894819575,-0.0308130790998201,0.08621791005705846,0
2021-08-17,680.177734375,681.8267794851803,670.7685327042499,678.8196832947818,8669653,60.06662785974228,12.318017921566138,12.673681248496619,-0.35566332693048075,703.115218577656,667.6587310791016,632.2022435805471,667.6587310791016,640.2547583007813,668.3159865976277,650.5762886829995,675.6817250731893,663.3637071516232,665.9563049715898,-0.002063566147485707,0.012795636714084402,0.016257878231035566,-0.002063566147485707,-0.00021370101630890925,0.0004280354608705572,0.015643082318437473,14066113.1,0.6163502979369617,0,7.587852812263918,6.477227580269982,12.350442055362603,0.018157668843293062,0.017748711710099972,0.045500345166167244,-0.032622653580243466,0.0758863026533066,0
2021-08-18,667.6644287109375,679.8381619358785,663.1053250921738,679.8381619358785,11069373,50.40567239385639,10.766015744632227,12.292148147723742,-1.5261324030915144,697.7951132406293,670.0000640869141,642.2050149331989,670.0000640869141,641.1816198730469,668.2539334655619,651.24641182135,674.4482948636121,663.6822791189799,668.1530016084062,-0.018397111566083035,0.013804443495124144,0.02506174677601273,-0.018397111566083035,-0.02341079258696621,-0.007569822032339135,-0.03687134232352052,13961125.4,0.7928711105195001,0,6.380185747554151,6.023506837232389,12.915132143644835,0.019343747529848392,-0.0008821568046254765,0.025210145640067384,-0.04317984456750059,0.03964374800216545,0
2021-08-20,660.2923583984375,663.8814427857911,655.102717977239,663.3478846376439,13121808,49.110702410174916,8.839284603933265,11.601575438965646,-2.762290835032381,694.0738270072017,671.2933410644531,648.5128551217045,671.2933410644531,642.0829077148437,667.4956882210739,651.601154824373,672.2704584843545,663.4311738804213,669.3936822061415,-0.011041580164354858,0.01399618387397399,0.013295208852401801,-0.011041580164354858,-0.03123879518685102,-0.029443011896023275,-0.030963020264069052,13961037.35,0.9398877512493726,0,3.8648574174300165,5.001770815429154,13.143774899003306,0.019905992749763148,-0.010791575061456702,0.013338226167519692,-0.048671290134116585,0.01816387012794423,1
2021-08-23,662.2322998046875,669.2649409175282,653.647592026529,669.2649409175282,10917371,50.6366129479555,7.383757986460523,10.758011948464624,-3.3742539620041008,693.4966530535676,671.6825805664063,649.868508079245,671.6825805664063,642.9398156738281,666.994413133799,652.0180624706599,670.7261263797905,663.3423683933299,670.716512371491,0.0029380037214961074,0.014011156296465014,0.02358288608937565,0.0029380037214961074,-0.026383449006607274,-0.03135633863524445,-0.021429140918711842,13542001.75,0.8061859097012745,0,1.4551207177045171,3.964941452875564,13.542179949733809,0.02044928940151033,-0.007139659996156787,0.015665574194867145,-0.04508219774561064,0.019025066720012355,1
2021-08-24,673.630126953125,676.346170007758,660.0013633354409,662.7658955292947,9821388,51.931340001776334,7.068471115820671,10.020103781935834,-2.951632666115163,692.9095544648367,672.6368743896485,652.3641943144603,672.6368743896485,644.1155944824219,667.6263858784966,652.8655944111488,671.172895698765,664.1044245829444,672.786334114001,0.01721122203160297,0.014333592777393463,0.02426377030707601,0.01721122203160297,0.008935174596174766,-0.011670019976581125,-0.011951205406788401,12480333.2,0.7869491817734482,0,0.5590043100660296,3.4975280012922667,13.653037675266571,0.02026785490877641,0.00899266596051072,0.03180521798013382,-0.027823873097841737,0.03259825236271912,1
2021-08-25,670.33203125,679.4502391518658,666.5489903415817,678.9652293529431,9535359,35.952302300165314,6.4778031569125005,9.311643656931167,-2.833840500018667,691.9892571541588,673.3924163818359,654.795575609513,673.3924163818359,645.2360498046875,667.8840663900685,653.5505527185547,671.0435319374166,664.5657287805041,673.5919083252211,-0.004896003862004394,0.010331885589970606,0.01924605748919176,-0.004896003862004394,0.015204890263934123,-0.014475191743885896,-0.014053352178384548,12327157.7,0.7735245408598935,0,-0.4319202075591875,2.9742640355552794,12.703800860192928,0.018951505027297512,0.003665254170776724,0.025677399340632248,-0.031297055091903156,0.023727184817986885,1
2021-08-26,677.849609375,680.5171629788125,669.3134496838583,671.3019778020057,10756731,47.705783434815146,6.54090083831602,8.757495093208139,-2.2165942548921187,692.1262334115005,674.1563079833984,656.1863825552963,674.1563079833984,646.3105187988281,668.8331657219668,654.5034569011605,672.0906207739679,665.5497199356519,674.8661001445535,0.011214708196148226,0.009990905063638816,0.016528317107513627,0.011214708196148226,0.023582826713403282,0.015254939796219391,0.007569640584508708,11946619.4,0.9003995724514334,0,0.5792322564049073,3.2570450798104957,12.295005142861337,0.018138249211647025,0.013480856086585474,0.035670021644156336,-0.020627196813695098,0.03301383173381866,1
