Date,Close,High,Low,Open,Volume,RSI_14,MACD,MACD_Signal,MACD_Diff,BB_High,BB_Mid,BB_Low,SMA_20,SMA_50,EMA_20,EMA_50,EMA_12,EMA_26,VWAP,Returns,Volatility,Price_Range,Return_1D,Return_3D,Return_5D,Return_10D,Volume_MA20,Volume_Ratio,Volume_Spike,EMA20_Slope,EMA50_Slope,ATR_14,ATR_Percent,Distance_EMA20,Distance_EMA50,Distance_BB_High,Distance_BB_Low,Signal
2021-08-12,960.3029174804688,967.4466034758628,957.800331624984,966.8550623942888,8137612,50.786401592449536,-2.4707929502426396,-5.741180750411883,3.2703878001692432,974.6150640416801,949.8819610595704,925.1488580774607,949.8819610595704,969.3902966308593,953.5277820862323,965.0800119378854,953.0086083978498,955.4794013480924,950.7115259651458,-0.003211546667114318,0.012028629391066675,0.010045030245443416,-0.003211546667114318,0.016055752090089914,-0.01112795097826258,0.027882691152851802,11151572.5,0.7297277581255917,0,0.7331537950238953,-2.410130298101535,17.70483585965476,0.018436719848885445,0.007105336122889995,-0.0049499465311940395,-0.014684922375260187,0.03799827357087298,0
2021-08-13,976.2965087890624,978.2303606065248,959.5975996548036,963.3969420853272,12780901,61.043328253386946,-0.4300470024926426,-4.678954000828035,4.248906998335392,978.6841629778074,951.3220703125,923.9599776471927,951.3220703125,968.8777392578126,955.6962322484065,965.5198745595002,956.5913623041902,957.0214093066828,951.9567867901445,0.016654735727092973,0.012060218720847714,0.019085145531076476,0.016654735727092973,0.027585599038123076,0.02709357027988535,0.05421797795596417,11318199.75,1.1292344438434212,0,3.1160535358995958,-1.305670244285011,17.413956786858982,0.017836750034534256,0.021555255577591702,0.011161483583627771,-0.0024396575310672397,0.056643720948976045,0
2021-08-16,988.9686279296876,1002.3914951366928,968.3338340297282,977.980105672493,21935444,68.66145710987892,2.1846101473042836,-3.306241171201571,5.490851318505855,984.626280668789,952.7121307373047,920.7979808058204,952.7121307373047,968.7922888183593,958.8650318371,966.4394335151939,961.5724800927283,959.387869945424,954.9128230719248,0.012979785369040098,0.011755387666716322,0.034437554584781,0.012979785369040098,0.02654328242091286,0.04638572345589087,0.04873337218475027,11973562.7,1.831989738526195,1,6.994567875486609,0.464766004571743,18.49136361722574,0.018697624065118892,0.03139502963718659,0.0233115430033201,0.0044101476328146745,0.074034314306607,0
2021-08-17,984.7598266601562,994.2923038234344,977.297622981309,986.8529072733436,12658169,70.52740299699256,3.8724900335097345,-1.8704949302593104,5.742984963769045,989.1876602114974,954.1977478027344,919.2078353939714,954.1977478027344,968.2880297851563,961.3312027726291,967.1578803051924,965.1397641800249,961.2672741465152,956.3984841043945,-0.004255748009258986,0.011449327481238041,0.017257691045098143,-0.004255748009258986,0.025467910941950223,0.036493531706247806,0.036642372788028954,12188748.7,1.038512591534519,0,9.630519325961018,1.8062284399010196,18.348357073573784,0.01863231681150399,0.02437102199528666,0.018199661827094295,-0.004476232093710508,0.07131356886017981,0
2021-08-18,988.5818481445312,995.0202580244994,979.4588769168306,989.196136150576,10075860,69.79448024525914,5.4556627119568475,-0.4052634018160788,5.860926113772926,994.1907544254967,955.9916320800781,917.7925097346596,955.9916320800781,967.9762878417969,963.9265023318579,967.9980359067351,968.7462386361028,963.290575924146,957.7568487716081,0.0038811712063209214,0.011407168712591755,0.01574111555545548,0.0038811712063209214,0.012583614962125456,0.02614180741046712,0.03275098923809461,12355468.5,0.8154980120745725,0,11.111892392387404,2.7230405216082545,18.255726810868435,0.018466581037404842,0.025578034998549135,0.021264311986454613,-0.005641680186622369,0.07713000232518501,1
2021-08-20,977.4796142578124,988.2861007519195,972.3607078932538,975.09076320503,9426282,68.33311488316245,5.748219084882749,0.8254330955236866,4.9227859893590615,995.8338818756721,956.6184112548829,917.4029406340936,956.6184112548829,967.8016223144531,965.2172748962346,968.3698625087382,970.0898348855966,964.3416158007138,958.4403034819212,-0.011230465041975668,0.011639768159403518,0.016292301779365193,-0.011230465041975668,-0.011617166963047598,0.017886748508907813,0.006559754670077522,12428162.75,0.7584614226266067,0,11.68949281000232,3.2898505708527637,18.216721801660412,0.018636421195844716,0.012704226996865613,0.009407306135564533,-0.018431053564163826,0.06548559085955705,1
2021-08-23,983.8952026367188,989.1960842036104,970.2220598111206,989.1960842036104,9854395,65.7659498246692,6.423707976120568,1.945088071643063,4.478619904477505,998.9806033244907,957.9072326660156,916.8338620075405,957.9072326660156,967.6827160644531,966.9961251572331,968.9786993765022,972.2137376165385,965.790029640418,959.1997468582068,0.006563398648244512,0.01092822845830959,0.01928459895082499,0.006563398648244512,-0.0008780049713947857,0.007783182444318415,0.035087626924759974,12424031.0,0.7931721194192126,0,11.299892908826564,3.4588248170019824,18.138722597722815,0.018435624596108667,0.01747584818578033,0.015394046607850865,-0.015100794387368026,0.07314448495863556,1
2021-08-24,993.6097412109376,997.3863365967812,980.823849400721,985.1237449789752,11864472,66.4834655837754,7.654681461203381,3.087006749555127,4.567674711648254,1003.8740279184226,960.3381317138671,916.8022355093117,960.3381317138671,967.4147143554687,969.530755257586,969.9446225856957,975.5054304772153,967.850749016012,961.121460339647,0.009873550097800221,0.011024026684980391,0.016669006461103263,0.009873550097800221,0.005085965391579128,0.004692882211001725,0.051296288403343215,12397771.2,0.9569842682691225,0,10.66572342048596,3.5051890705018423,18.45073659449817,0.018569399865194344,0.024835711319909942,0.024398422419369695,-0.010224676027099176,0.08377761607328216,1
2021-08-25,1002.2095336914062,1010.1267969703356,991.9717803975888,994.383378575713,13380559,66.81413930208858,9.217909871477218,4.313187373939545,4.904722497537673,1009.3290165899957,963.6961242675782,918.0632319451606,963.6961242675782,967.0297729492188,972.6430198703307,971.2099132172922,979.6137540486294,970.3958441771522,964.2984417384267,0.008655100814518812,0.011057543585020724,0.018114990890055735,0.008655100814518812,0.0252996779399548,0.01771975923350899,0.05485994753517187,12525573.0,1.0682592325317173,0,11.311817097701578,4.052032912099776,18.869999276555923,0.018828397298369992,0.030398114433615377,0.03191855854459181,-0.0070536790100838905,0.09165632476965596,1
2021-08-26,1014.8815307617188,1021.4564824929126,1003.3014677332652,1004.666525440298,18589616,66.51223446556492,11.34848563018977,5.7202470251895905,5.62823860500018,1015.7281152280511,968.0892639160156,920.4504126039801,968.0892639160156,966.8518615722656,976.6657351933201,972.9225256700148,985.0395658506432,973.6910802204534,969.7277808612066,0.012644059594641988,0.010923969497996486,0.01788880200235903,0.012644059594641988,0.03149352496278102,0.02660344478967458,0.05344071433028841,12810161.4,1.4511617316546848,0,12.739232861462142,4.9244897632796665,18.58562077025738,0.018313093900041665,0.03912883824150366,0.04312676907424707,-0.000833475468129887,0.10259229271307549,1
